PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Vanille Noire Perfumed Shower Gel	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Under the shower, rediscover the pleasure of the soft, sensual fragrance of Vanille Noire.This creation is based on the three most attractive qualities of vanilla, which unveil a treasure trove of nuances and subtleties on your skin.The Plus: Its botanical cleansing base.6.7 fl.oz. Bottle / 200 ml	61216	Yves Rocher	61216			USD	25.00	25.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D61216%2F%7Ecategory_id%3D6760%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/61216.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Matte Tri-Tone Eye Shadow - Amber Brown	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	3 graduated shades,3 simple steps,for defined eyesAn easy 3-step application to beautify your eyes by creating light and shadowed areas:-Illuminator: on the brow bones, a light, sheer shade that highlights the eye.-Sculptor: on your eyelids, a medium shade that defines the creases and curves.-Liner: at the lashline, a dark shade that lines the eyes and intensifies your look.A fine, textured powder for ultimate comfort, immediate coverage, and a smooth finish.0.1 oz./3 g compact	11193	Yves Rocher	11193			USD	10.50	19.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D11193%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/11193.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Matte Tri-Tone Eye Shadow - Rosewood	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	3 graduated shades,3 simple steps,for defined eyesAn easy 3-step application to beautify your eyes by creating light and shadowed areas:-Illuminator: on the brow bones, a light, sheer shade that highlights the eye.-Sculptor: on your eyelids, a medium shade that defines the creases and curves.-Liner: at the lashline, a dark shade that lines the eyes and intensifies your look.A fine, textured powder for ultimate comfort, immediate coverage, and a smooth finish.0.1 oz./3 g compact	11703	Yves Rocher	11703			USD	10.50	19.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D11703%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/11703.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Matte Tri-Tone Eye Shadow - Ash Blonde Mauve	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	3 graduated shades,3 simple steps,for defined eyesAn easy 3-step application to beautify your eyes by creating light and shadowed areas:-Illuminator: on the brow bones, a light, sheer shade that highlights the eye.-Sculptor: on your eyelids, a medium shade that defines the creases and curves.-Liner: at the lashline, a dark shade that lines the eyes and intensifies your look.A fine, textured powder for ultimate comfort, immediate coverage, and a smooth finish.0.1 oz./3 g compact	12031	Yves Rocher	12031			USD	10.50	19.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D12031%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/12031.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Matte Tri-Tone Eye Shadow - Plump Pink	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	3 graduated shades,3 simple steps,for defined eyesAn easy 3-step application to beautify your eyes by creating light and shadowed areas:-Illuminator: on the brow bones, a light, sheer shade that highlights the eye.-Sculptor: on your eyelids, a medium shade that defines the creases and curves.-Liner: at the lashline, a dark shade that lines the eyes and intensifies your look.A fine, textured powder for ultimate comfort, immediate coverage, and a smooth finish.0.1 oz./3 g compact	12253	Yves Rocher	12253			USD	10.50	19.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D12253%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/12253.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Matte Tri-Tone Eye Shadow - Taupe	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	3 graduated shades,3 simple steps,for defined eyesAn easy 3-step application to beautify your eyes by creating light and shadowed areas:-Illuminator: on the brow bones, a light, sheer shade that highlights the eye.-Sculptor: on your eyelids, a medium shade that defines the creases and curves.-Liner: at the lashline, a dark shade that lines the eyes and intensifies your look.A fine, textured powder for ultimate comfort, immediate coverage, and a smooth finish.0.1 oz./3 g compact	11441	Yves Rocher	11441			USD	10.50	19.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D11441%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/11441.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	01/06/2012	Cure Solutions Kit	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Pollution, aging and change of seasons are some of the factors that affect the skinÂ´s texture and radiance. Free your skin from signs of fatigue and soothe wrinkles with this travel-size duo enriched in Moringa Peptids, reknowned for their anti-oxidation properties.This kit includes:- Travel-size 24-HR Antioxidant Shield SerumEvery day, this youth filter protects the skin by acting as a shield against polluting particles, and repairs damages to reinforce it. In a month, the complexion is revived, and wrinkles smoothed.0.23 fl.oz. / 7ml - Travel-size Anti-Asphyxiation Flash MaskIn only minutes this mask brings an instant 'breath of fresh air' to your face, restoring your complexionÂ´s radiance and skinÂ´s texture. Use once a week to let your skin breath again!0.5 fl.oz. / 15mlThe plus: their convenient size is perfect for travelling.	52661	Yves Rocher	52661			USD	7.00	7.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D52661%2F%7Ecategory_id%3D1620%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/52661.jpg	Skin Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Replumping Serum Foundation - Pinky 300	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Botanical Beauty InnovationAn unprecedented formula, 'half-foundation/half-serum', infused with roses, packed with benefits.The 1st Yves Rocher foundation, which concentrates, at the heart of a formula of sensorial touch and maximum comfort, 4 high performance rose extracts,Your moisturized and plumped skin regains its suppleness for an instantaneous, &ldquo;fresh complexion&rdquo; effect.Signs of fatigue and fine lines are reduced, skin texture is smoothed. Your complexion is perfectly even without a &ldquo;mask&rdquo; effect.Formula tested under dermatological supervision.The Plus: Its pump-bottle dispenses the correct dose.1.0 fl.oz. pump-bottle / 30 ml	46750	Yves Rocher	46750			USD	14.00	25.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D46750%2F%7Ecategory_id%3D2510%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/46750.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Replumping Serum Foundation - Pinky 400	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Botanical Beauty InnovationAn unprecedented formula, 'half-foundation/half-serum', infused with roses, packed with benefits.The 1st Yves Rocher foundation, which concentrates, at the heart of a formula of sensorial touch and maximum comfort, 4 high performance rose extracts,Your moisturized and plumped skin regains its suppleness for an instantaneous, &ldquo;fresh complexion&rdquo; effect.Signs of fatigue and fine lines are reduced, skin texture is smoothed. Your complexion is perfectly even without a &ldquo;mask&rdquo; effect.Formula tested under dermatological supervision.The Plus: Its pump-bottle dispenses the correct dose.1.0 fl.oz. pump-bottle / 30 ml	46787	Yves Rocher	46787			USD	14.00	25.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D46787%2F%7Ecategory_id%3D2510%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/46787.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Ultra Comfort Nourishing Cream	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Do you need skin care that protects and nourishes your skin with a view to extreme comfort?In that case, you need this cream for dry skin Ultra Comfort Nourishing Cream.Enriched with botanical micro-waxes, this ultra-comforting skin care product protects against drying all day long. Re-nourished, the skin is soft, smooth and velvety.Almond-based Oleosomes offer lasting nourishment to skin, while reparative Carnauba wax eases tightness and smoothes skin surface.The Plus : A balm texture, rich and creamy, neither too fluid nor too thick, that melts on application and comforts the skin intensively.Moisturizer for dry skin tested under dermatological supervision.1.35 fl.oz. Tube / 40 ml	38771	Yves Rocher	38771			USD	6.00	18.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D38771%2F%7Ecategory_id%3D1740%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/38771.jpg	Skin Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Perfect Primer - Pinky Complexion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This primer, infused with rose, preps skin for makeup and helps it last longer, to ensure a flawless complexion all day long.Enriched with musk rose oil, Damask rose extract and Damask rosewater, it instantly fades fine lines and imperfections, such as enlarged pores and signs of fatigue. Skin texture is visibly smoother.Your complexion is beautified, unified and radiant. Its very comfortable, fluid, light and non-oily formula, quickly penetrates and compliments all skin types.Tested under dermatological supervision.0.5 fl.oz. bottle / 15 ml	47298	Yves Rocher	47298			USD	11.00	20.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D47298%2F%7Ecategory_id%3D2510%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/47298.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Shimmering Lights Shampoo with Camomille	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Revive the blonde highlights of your hair!This shampoo combines Chamomile's natural lightening power with a very mild formula. Bring out your golden blond hightlights naturally!Specially formulated for blond to dark blond hair.6.7 fl.oz. Bottle / 200 ml	14241	Yves Rocher	14241			USD	2.00	5.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D14241%2F%7Ecategory_id%3D5600%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/14241.jpg	Hair Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	08/09/2011	Antiperspirant Roll-On Deodorant - Verbena	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Stay spa-fresh, even in the stickiest situations!Effective anti-perspirant fights wetness and odor. Scented with the same green notes of your body wash!2.0 fl.oz. Roll-on / 60 ml	80315	Yves Rocher	80315			USD	4.50	4.50			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D80315%2F%7Ecategory_id%3D6800%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/80315.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Vanille Noire Perfumed Body Lotion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This silky, perfumed lotion moisturizes your skin and envelops you in the sophisticated, sensual fragrance of Vanille Noire Eau de parfum.This creation is based on the three most attractive qualities of vanilla, which unveil a treasure trove of nuances and subtleties on your skin.The Plus: A gentle, moisturizing formula, enriched with Shea butter.6.7 fl.oz. Bottle / 200 ml	61342	Yves Rocher	61342			USD	16.00	29.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D61342%2F%7Ecategory_id%3D4620%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/61342.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Vanille Noire Roll-On Eau de Parfum	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Surrender to the temptation of scented skin, infused with a rare sensuality.Between freshness and sensuality, transparency and depth, Vanille Noire gently reveals its woody character on contact with your skin.This creation is based on the three most attractive qualities of vanilla, which unveil a treasure trove of nuances and subtleties on your skin: the sensual, leathery notes of Vanilla Bourbon Absolute, sweet and floral Tahitian Vanilla Absolute and Ugandan Vanilla Absolute with its spicy, woody character.Olfactory family: Vanilla, woody, freshThe Plus:- A unique, sensual caressing way to apply your Eau de Parfum with its roll-on bottle.- You can bring it everywhere with you!0.34 fl.oz. Roll-on / 10 ml	60912	Yves Rocher	60912			USD	10.00	10.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D60912%2F%7Ecategory_id%3D3710%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/60912.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	07/31/2012	Cold Weather Hand Balm	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	A concentrated, very rich care product that will protect and relieve even the driest hands in winter!1.7 fl.oz. Tube / 50 ml	29119	Yves Rocher	29119			USD	11.50	11.50			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D29119%2F%7Ecategory_id%3D4810%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/29119.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Festive Table Runner	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	When you receive guests, your table linens are as important as your furnishings. Impress friends and family this holiday season with this elegant table runner. Also a great gift idea for anyone who loves the look of a beautifully dressed table!100% Polyester, 63'/160 cm L x 12.6'/32 cm W	54461	Yves Rocher	54461			USD	7.00	7.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D54461%2F%7Ecategory_id%3D9600%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/54461.jpg	Gift Ideas																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Set of 2 Purple Pillow Covers	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Dress up throw pillows with these fluffy fleece covers in a rich purple for a bold punch of color in any room. Add cuddly warmth and comfort to movie marathons or create a designer accent look for your bedroom this winter.100% Polyester fleece, standard throw pillow size: 15.7'/40 cm x 15.7'/ 40 cmPillows not included.	54733	Yves Rocher	54733			USD	8.50	8.50			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D54733%2F%7Ecategory_id%3D9600%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/54733.jpg	Gift Ideas																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Single Eyeshadow Summer Makeup - Indigo	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Pure, adjustable, long-lasting color. An ultra-soft and silky powder texture that's easy to apply. For a velvety, luminous finish. Instant coverage, adjustable at will. To capture light and play with intensity. Long-lasting, 6-hour wear. For velvety, luminous, subtly iridescent eyes.3 new tints for a sunny effectThe Plus: a mini case that reveals its color. A color that remains true from case to skin. Its high-quality applicator.Tested under ophthalmological supervision.0.1 oz. Compact / 3 g	85408	Yves Rocher	85408			USD	7.70	14.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D85408%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/85408.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Nail Polish - Pastel Pink	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Mini nail polish &ndash; Maxi colour!Trendy nail polishes in small sizes to collect and to match any outfit or mood:- Nudes*: Snow White, Pastel Pink: subtle, shimmering shades with light coverage for a manicured look.- Frosted: Fuchsia, Red Berry, Pink Sorbet: bright shades with adaptable coverage for a colourful effect.- Lacquers: Midnight Blue, Black Cherry, Electric Purple: dark and intense shades with complete coverage for glamorous nails.Its light and fluid formula allow for an optimal application of 1 or 2 coats, depending on the shade.The Plus: Its small size makes it easy to collect.0.10 fl.oz. Bottle / 3 ml* Nude = Natural	40194	Yves Rocher	40194			USD	3.00	3.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D40194%2F%7Ecategory_id%3D2810%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/40194.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	03/28/2012	Wild Strawberry Eau de Toilette - Travel Size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This luscious eau de toilette perfumed with a sweet wild strawberry fragrance leaves an irresistible fruity scent. Envelops you with a hint of fresh fruity goodness! The Plus: its authentic and subtle aroma leaves your skin as attractive and appealing as a delicious fruit,which invites nibbles.0.67 fl.oz. Spray / 20 ml	78635	Yves Rocher	78635			USD	3.00	6.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D78635%2F%7Ecategory_id%3D3530%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/78635.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Organic Vanilla Body Lotion -Travel size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This silky body lotion provides a daily moment of pleasure. Its light texture enriched with organic vanilla moisturizes and softens your skin while adding a delicate scent!The secret of organic vanilla: Synonymous with enjoyment, vanilla evokes the pleasures of a soft perfume. Yves Rocher has chosen organic Bourbon vanilla. A member of the orchid family, its captivating fragrance leaves a veil of sensuality on the skin, like an intoxicating caress.1.7 fl.oz. Bottle / 50 ml	52349	Yves Rocher	52349			USD	2.50	2.50			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D52349%2F%7Ecategory_id%3D4720%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/52349.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Organic Vanilla Body Lotion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This silky body lotion provides a daily moment of pleasure. Its light texture enriched with organic vanilla moisturizes and softens your skin while adding a delicate scent!The secret of organic vanilla:  Synonymous with enjoyment, vanilla evokes the pleasures of a soft perfume. Yves Rocher has chosen organic Bourbon vanilla. A member of the orchid family, its captivating fragrance leaves a veil of sensuality on the skin, like an intoxicating caress.Discover the pump that fits perfectly on bottles from the Plaisirs Nature Collection. One single push for an easy application.13.5 fl.oz. Bottle / 400 ml	53108	Yves Rocher	53108			USD	10.00	10.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D53108%2F%7Ecategory_id%3D4620%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/53108.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Malasyan Coconut Silky Body Lotion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Experience the exotic, savoury scent of Coconut. This body lotion, with its light texture absorbs quickly. It leaves skin soft and well-hydrated all day long!The secret of Malaysian coconut: Originally from Southeast Asia, coconut is now grown in a number of countries. Yves Rocher has selected Malaysian coconut: fresh, deliciously crunchy, fleshy and filled with juice and milk. It coats the skin with a savory perfume that is subtle and sensuous&hellip;enough to make your mouth water!Discover the pump that fits perfectly on bottles from the Plaisirs Nature Collection. One single push for an easy application.13.5 fl.oz. Bottle / 400 ml	62977	Yves Rocher	62977			USD	10.00	10.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D62977%2F%7Ecategory_id%3D4620%3FshopId%3DPAR	http://www.lduhtrp.net/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/62977.jpg	Body Care																YES			
